,ListingId,借款金额,借款期限,借款利率,借款成功日期,初始评级,借款类型,是否首标,年龄,性别,手机认证,户口认证,视频认证,学历认证,征信认证,淘宝认证,历史成功借款次数,历史成功借款金额,总待还本金,历史正常还款期数,历史逾期还款期数,我的投资金额,当前到期期数,当前还款期数,已还本金,已还利息,待还本金,待还利息,标当前逾期天数,标当前状态,上次还款日期,上次还款本金,上次还款利息,下次计划还款日期,下次计划还款本金,下次计划还款利息,recorddate
35483,7279208,5000,12,22.0,2016/1/5,D,普通,否,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,27921.0,6146.14,25,0,50,11,9,50.0,5.48,0.0,0.0,0,已还清,2016/9/26,17.92,0.2,,,,2016/12/31
237138,17795036,2271,6,18.0,2016/8/16,B,其他,否,37,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,17071.0,9228.55,16,0,50,3,3,24.44,1.88,25.56,0.77,0,正常还款中,2016/11/16,8.27,0.5,2016/12/16,8.39,0.39,2016/11/30
209391,1795638,3000,6,12.0,2015/2/8,AA,普通,是,26,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,6,5,500.0,16.09,0.0,0.0,0,已还清,2015/6/26,170.02,0.99,,,,2016/10/31
257632,10642332,11000,3,16.0,2016/4/7,A,普通,否,24,男,成功认证,成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,29599.0,0.0,15,0,50,3,2,50.0,0.87,0.0,0.0,0,已还清,2016/5/21,33.56,0.2,,,,2016/11/30
88912,25943870,9000,12,18.0,2016/11/28,B,APP闪电,是,30,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,1,1,3.83,0.75,46.17,4.25,0,正常还款中,2016/12/21,3.83,0.75,2017/1/28,3.89,0.69,2016/12/31
257150,2941151,8000,12,20.0,2015/7/4,D,普通,否,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,7337.0,0.0,10,0,20,12,12,20.0,2.2,0.0,0.0,0,已还清,2016/7/4,1.87,0.0,,,,2016/11/30
158480,26399551,5500,12,18.0,2016/12/7,B,APP闪电,是,27,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2017/1/7,3.83,0.75,2016/12/31
273278,2278427,6717,6,16.0,2015/4/25,B,普通,否,23,女,未婚,高中,成功认证,成功认证,成功认证,未成功认证,,,15.0,76297,5965,87,0,200,6.0,6.0,200.0,9.4,0,0,0,,,34.48,0.42,,
88815,10585088,2800,12,18.0,2016/4/6,B,其他,否,24,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8056.0,6199.46,4,0,50,8,6,50.0,3.28,0.0,0.0,0,已还清,2016/9/15,30.28,0.1,,,,2016/12/31
289088,18771507,4732,12,22.0,2016/8/30,C,其他,否,30,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,12292.0,4767.39,14,1,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/29,4.13,1.01,2016/10/30,4.22,0.93,2016/9/30
231677,22992994,4000,6,20.0,2016/10/24,C,普通,否,30,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,11400.0,5976.48,9,0,58,1,0,0.0,0.0,58.0,3.42,7,逾期中,,,,2016/11/24,9.27,0.96,2016/11/30
19406,24192985,5036,6,20.0,2016/11/7,C,其他,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5000.0,3463.49,4,0,58,3,3,28.28,2.43,29.72,0.99,0,正常还款中,2017/1/24,9.59,0.65,2017/3/7,9.74,0.5,2017/2/28
115073,7663871,10000,12,20.0,2016/1/15,C,其他,否,35,男,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,7.0,22992.0,0.0,50,0,50,8,8,32.18,4.86,17.82,0.7,0,正常还款中,2016/9/15,4.26,0.37,2016/10/15,4.33,0.3,2016/9/30
134499,12291324,5000,12,18.0,2016/5/15,B,APP闪电,否,33,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5000.0,2876.75,7,0,50,7,7,28.04,4.02,21.96,0.94,0,正常还款中,2016/12/13,4.19,0.39,2017/1/15,4.25,0.33,2016/12/31
25698,16074690,7000,6,18.0,2016/7/27,B,APP闪电,是,28,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,6,50.0,2.65,0.0,0.0,0,已还清,2017/1/27,8.65,0.12,,,,2017/2/28
232531,15298468,511,6,18.0,2016/7/8,B,APP闪电,否,23,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,6548.0,5488.71,7,0,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/11/6,8.39,0.39,2016/12/8,8.52,0.25,2016/11/30
265796,9818944,1000,6,10.0,2016/3/22,AA,普通,是,33,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,84,6,6,84.0,2.46,0.0,0.0,0,已还清,2016/9/22,14.31,0.1,,,,2016/11/30
64285,16356818,4699,6,16.0,2016/7/30,A,其他,否,26,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,14477.0,5800.02,13,0,50,6,6,50.0,2.35,0.0,0.0,0,已还清,2017/1/30,8.62,0.1,,,,2017/2/28
123485,12632314,2293,12,16.0,2016/5/23,A,其他,否,26,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,16344.0,9206.55,13,0,50,7,7,28.19,3.56,21.81,0.87,0,正常还款中,2016/12/27,4.19,0.35,2017/1/23,4.25,0.29,2016/12/31
147462,17460530,2004,10,18.0,2016/8/12,B,其他,否,24,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,11911.0,6695.51,12,1,65,1,2,12.23,1.86,52.77,3.62,0,正常还款中,2016/9/14,6.16,0.89,2016/11/12,6.26,0.79,2016/9/30
68819,9809554,9000,12,11.0,2016/3/18,AA,其他,是,36,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,340,9,9,251.43,18.93,88.57,1.55,0,正常还款中,2016/12/19,28.97,1.07,2017/1/18,29.23,0.81,2016/12/31
213206,3991641,1000,12,9.0,2015/9/8,AAA,普通,是,23,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,251,12,12,251.0,12.28,0.0,0.0,0,已还清,2016/9/8,21.84,0.1,,,,2016/9/30
146152,7602763,3000,12,22.0,2016/1/16,C,普通,否,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,9889.0,606.09,18,0,50,8,8,32.08,5.28,17.92,0.76,0,正常还款中,2016/9/16,4.27,0.4,2016/10/16,4.35,0.32,2016/9/30
8647,21628993,7000,12,18.0,2016/10/8,B,APP闪电,是,26,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,4,4,15.68,2.65,34.32,2.35,0,正常还款中,2017/2/8,4.01,0.57,2017/3/8,4.07,0.51,2017/2/28
211591,7948844,15933,12,20.0,2016/1/27,C,普通,否,44,女,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,3.0,18107.0,2066.79,12,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/27,4.33,0.3,2016/11/27,4.4,0.23,2016/10/31
8494,20851414,3086,9,16.0,2016/9/27,A,普通,否,35,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,20343.0,6914.42,33,0,50,5,5,27.04,2.62,22.96,0.77,0,正常还款中,2017/2/24,5.56,0.38,2017/3/27,5.62,0.31,2017/2/28
201523,13264068,4155,6,18.0,2016/6/8,B,普通,否,52,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,8500.0,4344.9,3,0,50,4,5,41.35,2.53,8.65,0.12,0,正常还款中,2016/10/26,8.52,0.26,2016/12/8,8.65,0.12,2016/10/31
12778,18158608,2054,12,22.0,2016/8/21,C,其他,否,39,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,22572.0,11731.85,18,1,55,4,4,17.01,3.58,37.99,3.19,0,正常还款中,2016/12/14,4.37,0.78,2017/1/21,4.46,0.68,2016/12/31
149835,12711854,2000,12,18.0,2016/5/25,B,APP闪电,否,26,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,5.0,4436.0,3349.92,12,0,50,4,4,15.68,2.65,34.32,2.35,0,正常还款中,2016/9/24,4.01,0.57,2016/10/25,4.07,0.51,2016/9/30
16489,21612707,3764,6,18.0,2016/10/8,B,其他,否,22,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,21788.0,7735.19,25,0,14,4,4,9.19,0.63,4.81,0.11,0,正常还款中,2017/2/7,2.35,0.1,2017/3/8,2.38,0.08,2017/2/28
223980,24287477,10200,9,18.0,2016/11/9,B,普通,是,31,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,55,3,4,23.53,2.78,31.47,1.42,0,正常还款中,2017/2/19,6.01,0.57,2017/4/9,6.11,0.47,2017/2/28
180126,8256726,6500,12,22.0,2016/1/30,C,普通,否,25,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,5190.0,0.0,7,0,50,9,9,36.43,5.6,13.57,0.44,0,正常还款中,2016/10/30,4.35,0.32,2016/11/30,4.43,0.24,2016/10/31
62296,19530560,8113,12,18.0,2016/9/15,B,APP闪电,否,24,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,1750.0,1186.86,4,0,50,3,3,11.67,2.08,38.33,2.92,0,正常还款中,2016/12/19,3.95,0.64,2017/1/15,4.01,0.57,2016/12/31
284227,8198410,6198,18,11.0,2016/1/28,AA,其他,是,41,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,11,11,177.39,22.26,122.61,4.44,0,正常还款中,2016/12/31,16.87,1.28,2017/1/28,17.03,1.12,2016/12/31
101354,19382188,2094,12,22.0,2016/9/8,C,其他,否,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,8.0,22756.0,8105.75,30,7,55,5,5,21.46,4.27,33.54,2.5,0,正常还款中,2017/2/6,4.45,0.69,2017/3/8,4.54,0.61,2017/2/28
28354,9407918,2900,12,16.0,2016/3/8,A,APP闪电,否,28,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,1000.0,841.53,2,0,50,11,11,45.46,4.37,4.54,0.0,0,正常还款中,2017/2/9,4.41,0.12,2017/3/8,4.54,0.0,2017/2/28
146086,17376755,7000,12,18.0,2016/8/12,B,APP闪电,是,26,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,1,1,3.83,0.75,46.17,4.25,0,正常还款中,2016/9/8,3.83,0.75,2016/10/12,3.89,0.69,2016/9/30
193704,17615088,9000,10,20.0,2016/8/15,B,普通,否,30,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,14000.0,0.0,17,0,55,2,2,10.28,1.75,44.72,3.41,0,正常还款中,2016/10/17,5.19,0.83,2016/11/15,5.27,0.74,2016/10/31
134130,1773028,3000,12,12.0,2015/2/7,AA,普通,是,30,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,12,10,500.0,30.91,0.0,0.0,0,已还清,2015/11/18,130.7,0.43,,,,2016/12/31
257364,15255899,18000,12,20.0,2016/7/9,C,普通,否,25,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,20000.0,5420.98,26,0,50,4,5,19.63,3.52,30.37,2.06,0,正常还款中,2016/11/28,4.06,0.57,2017/1/8,4.13,0.51,2016/11/30
903,16050586,3536,6,18.0,2016/7/22,B,其他,否,34,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,21654.0,5563.03,17,0,50,5,5,41.35,2.53,8.65,0.12,0,正常还款中,2016/12/20,8.52,0.26,2017/1/22,8.65,0.12,2016/12/31
59679,11092240,11000,12,18.0,2016/4/18,B,普通,否,25,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,13340.0,7126.53,15,0,50,8,8,32.29,4.35,17.71,0.61,0,正常还款中,2016/12/22,4.25,0.33,2017/1/18,4.31,0.27,2016/12/31
23699,1585971,40000,6,16.0,2015/1/2,B,电商,是,43,男,未成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,206,6,6,206.0,9.68,0.0,0.0,0,已还清,2015/7/1,35.51,0.42,,,,2017/2/28
55607,8596828,4456,12,22.0,2016/2/14,C,普通,否,29,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,3000.0,2544.29,2,0,50,10,11,50.0,5.84,0.0,0.0,0,已还清,2016/12/15,9.14,0.0,,,,2016/12/31
9218,23673471,9000,6,20.0,2016/11/1,C,普通,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,13579.0,5241.68,15,0,58,3,4,38.02,2.93,19.98,0.49,0,正常还款中,2017/2/27,9.74,0.5,2017/4/1,9.9,0.34,2017/2/28
219004,2317907,13409,12,18.0,2015/4/30,C,其他,否,27,男,成功认证,成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,20732.0,9182.02,20,0,250,12,12,250.0,24.92,0.0,0.0,0,已还清,2016/5/4,22.65,0.26,,,,2016/10/31
181323,18042006,2758,12,22.0,2016/8/19,B,普通,否,27,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,9090.0,3709.34,22,0,55,2,0,1.43,0.0,53.57,6.77,43,逾期中,,,,2016/9/19,2.7,1.01,2016/10/31
24559,22263567,5991,6,20.0,2016/10/16,C,其他,否,25,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,14502.0,7008.15,14,0,58,2,2,18.69,1.78,39.31,1.64,0,正常还款中,2016/12/16,9.42,0.82,2017/1/16,9.59,0.65,2016/12/31
16459,16560919,2832,12,22.0,2016/7/28,C,其他,否,26,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10375.0,5667.43,9,1,50,7,6,23.63,4.44,26.37,1.71,1,逾期中,2017/1/28,4.12,0.56,2017/2/28,4.2,0.48,2017/2/28
289840,11280213,2462,12,22.0,2016/4/22,D,普通,否,34,男,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,3.0,17845.0,6538.41,10,0,52,8,8,33.35,5.53,18.65,0.79,0,正常还款中,2016/12/22,4.44,0.42,2017/1/22,4.52,0.34,2016/12/31
60831,11780562,817,6,16.0,2016/5/4,A,APP闪电,否,22,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,7987.0,5722.1,7,0,50,6,6,50.0,2.32,0.0,0.0,0,已还清,2016/10/10,8.65,0.07,,,,2016/12/31
147317,12470518,4000,6,18.0,2016/5/18,B,APP闪电,否,27,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4000.0,2706.16,2,0,50,4,4,32.83,2.27,17.17,0.38,0,正常还款中,2016/9/22,8.39,0.39,2016/10/18,8.52,0.26,2016/9/30
47155,2134154,36000,24,16.0,2015/4/8,B,其他,否,24,男,成功认证,成功认证,成功认证,未成功认证,未成功认证,未成功认证,7.0,52261.0,5555.09,27,3,100,20,20,80.95,16.85,19.05,0.51,0,正常还款中,2016/12/8,4.58,0.31,2017/1/8,4.64,0.25,2016/12/31
145369,12053935,2081,12,18.0,2016/5/9,B,其他,否,24,女,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,2.0,10885.0,7918.5,5,0,50,4,5,19.72,3.18,0.0,0.0,0,正常还款中,2016/9/28,4.06,0.52,,,,2016/9/30
77204,8693512,2214,11,20.0,2016/2/18,B,其他,否,24,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,9509.0,6285.99,7,0,50,10,10,45.01,5.09,4.99,0.02,0,正常还款中,2016/12/18,4.84,0.17,2017/1/18,4.99,0.02,2016/12/31
224374,12285330,2616,10,18.0,2016/5/14,B,其他,否,30,女,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,7.0,31678.0,9983.13,27,0,50,6,6,29.08,3.44,20.92,0.76,0,正常还款中,2016/11/4,5.03,0.39,2016/12/14,5.1,0.32,2016/11/30
120901,3543504,2900,12,22.0,2015/8/7,D,其他,否,36,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,7.0,35336.0,15041.92,42,0,50,12,8,50.0,4.85,0.0,0.0,0,已还清,2016/2/17,22.19,0.0,,,,2016/10/31
213011,17933692,3850,6,16.0,2016/8/18,A,APP闪电,否,30,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,7700.0,0.0,12,0,50,2,6,50.0,2.35,0.0,0.0,0,已还清,2016/9/18,8.62,0.1,,,,2016/10/31
15858,28215030,5034,6,20.0,2016/12/20,C,其他,否,27,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4500.0,3465.23,3,0,58,2,2,18.69,1.78,39.31,1.64,0,正常还款中,2017/2/20,9.42,0.82,2017/3/20,9.59,0.65,2017/2/28
22348,7794991,14000,12,20.0,2016/1/18,C,普通,否,26,女,成功认证,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,31084.0,8072.5,37,0,50,11,11,45.39,5.54,4.61,0.02,0,正常还款中,2016/12/18,4.48,0.15,2017/1/18,4.61,0.02,2016/12/31
82741,26017755,3800,6,20.0,2016/11/27,C,其他,否,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,8000.0,3696.13,7,0,58,1,1,9.27,0.96,48.73,2.46,0,正常还款中,2016/12/26,9.27,0.96,2017/1/27,9.42,0.82,2016/12/31
191485,3858281,300000,6,15.0,2015/8/28,B,电商,是,32,男,成功认证,未成功认证,成功认证,成功认证,未成功认证,成功认证,0.0,0.0,0.0,0,0,170,6,6,170.0,7.48,0.0,0.0,0,已还清,2016/2/27,29.24,0.34,,,,2016/10/31
291920,8878975,10500,11,20.0,2016/2/25,C,普通,否,49,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8478.0,4776.29,8,1,50,11,10,46.17,5.09,3.83,0.02,35,逾期中,2016/12/25,4.84,0.17,2017/1/25,3.83,0.02,2017/2/28
205134,8140964,2607,12,20.0,2016/1/28,C,普通,否,22,女,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,1.0,4000.0,3392.4,2,0,50,9,9,36.51,5.16,13.49,0.4,0,正常还款中,2016/10/30,4.33,0.3,2016/11/28,4.4,0.23,2016/10/31
150575,3637512,3000,12,11.5,2015/8/14,AA,普通,是,26,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,12,300.0,18.96,0.0,0.0,0,已还清,2016/8/14,26.4,0.18,,,,2016/9/30
40127,21033982,7000,6,18.0,2016/9/29,B,APP闪电,否,25,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,2000.0,677.62,8,0,50,5,6,50.0,2.65,0.0,0.0,0,已还清,2017/2/19,8.65,0.12,,,,2017/2/28
56264,3016681,4500,12,12.0,2015/7/1,AA,普通,是,28,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,4,12,7,4.0,0.16,0.0,0.0,0,已还清,2016/1/5,2.09,0.0,,,,2017/2/28
262319,25638230,3000,6,20.0,2016/11/23,C,其他,否,31,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,8000.0,4877.13,5,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2016/12/23,9.27,0.96,2016/11/30
124686,15436220,5100,12,18.0,2016/7/12,B,普通,否,35,女,未婚,大专,成功认证,未成功认证,未成功认证,成功认证,,,1.0,5000,3850,3,0,101,2.0,2.0,15.6,2.91,85,7.2,0,,,7.86,1.4,,7.98
290276,3747540,1280,7,10.5,2015/8/21,AA,其他,否,36,男,未成功认证,未成功认证,成功认证,未成功认证,成功认证,未成功认证,4.0,9851.0,4719.91,8,0,300,7,7,300.0,10.52,0.0,0.0,0,已还清,2016/3/21,44.0,0.36,,,,2016/9/30
2120,2028036,3000,12,12.0,2015/3/25,AA,普通,是,35,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,500,12,12,500.0,33.04,0.0,0.0,0,已还清,2016/3/25,44.05,0.37,,,,2016/12/31
263054,2877768,3000,12,12.0,2015/6/20,AA,普通,是,37,女,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,8,300.0,17.12,0.0,0.0,0,已还清,2016/2/18,129.38,1.19,,,,2016/11/30
121779,26337825,5000,12,18.0,2016/12/7,B,APP闪电,是,25,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,0,0,0.0,0.0,50.0,5.0,0,正常还款中,,,,2017/1/6,3.83,0.75,2016/12/31
79594,25738693,3430,12,22.0,2016/11/24,C,普通,否,27,男,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,5.0,18088.0,10569.84,17,1,55,3,3,12.64,2.8,42.36,3.97,0,正常还款中,2017/2/22,4.29,0.86,2017/3/24,4.37,0.78,2017/2/28
106058,12257103,3999,18,11.0,2016/5/14,AA,其他,是,37,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,7,7,110.81,16.24,189.19,10.46,0,正常还款中,2016/12/14,16.27,1.88,2017/1/13,16.42,1.73,2016/12/31
86032,8755509,30000,12,20.0,2016/2/19,C,普通,否,34,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,6.0,43000.0,26100.21,27,0,50,10,4,15.56,2.96,34.44,2.6,166,逾期中,2016/6/19,3.99,0.64,2016/7/19,4.05,0.58,2016/12/31
244178,17733299,4997,12,20.0,2016/8/18,C,普通,否,35,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,13253.0,5003.02,11,2,55,3,3,12.74,2.54,42.26,3.59,0,正常还款中,2016/11/17,4.32,0.78,2016/12/18,4.39,0.7,2016/11/30
199004,23592931,5000,6,20.0,2016/10/31,C,其他,否,33,男,未成功认证,成功认证,未成功认证,成功认证,未成功认证,未成功认证,3.0,10413.0,3792.93,13,0,58,0,0,0.0,0.0,58.0,3.42,0,正常还款中,,,,2016/11/30,9.27,0.96,2016/10/31
204876,9253724,2900,12,22.0,2016/3/4,C,其他,否,32,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,4.0,11900.0,5558.04,11,0,50,7,7,27.81,4.88,22.19,1.16,0,正常还款中,2016/10/31,4.19,0.48,2016/11/3,4.27,0.4,2016/10/31
72870,12098978,7147,12,18.0,2016/5/11,B,APP闪电,否,29,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,4370.0,3252.2,16,0,50,9,12,50.0,4.96,0.0,0.0,0,已还清,2016/9/13,4.58,0.0,,,,2017/2/28
32598,22007828,3323,6,20.0,2016/10/13,C,其他,否,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,10017.0,4276.33,6,0,58,2,3,58.0,2.01,0.0,0.0,0,已还清,2016/12/24,39.31,0.23,,,,2016/12/31
152828,17016552,2697,12,22.0,2016/8/9,C,其他,否,38,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,2.0,8400.0,4802.37,6,5,55,1,1,4.13,1.01,50.87,5.76,0,正常还款中,2016/9/7,4.13,1.01,2016/10/9,4.22,0.93,2016/9/30
29281,9482974,3300,6,20.0,2016/3/11,C,普通,否,36,女,成功认证,未成功认证,成功认证,成功认证,未成功认证,未成功认证,1.0,7000.0,3673.39,6,0,50,6,6,50.0,2.92,0.0,0.0,0,已还清,2016/9/3,8.71,0.11,,,,2017/2/28
63101,18613913,5500,12,22.0,2016/8/31,D,其他,是,23,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,51,6,6,24.11,4.52,26.89,1.75,0,正常还款中,2017/2/25,4.21,0.56,2017/3/31,4.28,0.5,2017/2/28
257186,10309151,500,12,12.0,2016/3/30,AA,APP闪电,是,20,男,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,200,8,8,130.62,11.46,69.38,1.66,0,正常还款中,2016/11/29,16.9,0.86,2016/12/30,17.07,0.69,2016/11/30
272648,2534236,3000,12,12.0,2015/5/23,AA,普通,是,32,男,成功认证,未成功认证,未成功认证,未成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,300,12,7,300.0,15.4,0.0,0.0,0,已还清,2015/12/13,154.49,1.01,,,,2016/9/30
207006,15317699,3288,12,22.0,2016/7/8,C,普通,否,25,男,成功认证,未成功认证,成功认证,未成功认证,未成功认证,未成功认证,2.0,5827.0,4148.32,9,0,50,3,3,11.49,2.54,38.51,3.61,0,正常还款中,2016/10/3,3.9,0.78,2016/11/8,3.98,0.7,2016/10/31
193590,21937085,6000,12,20.0,2016/10/12,C,其他,否,29,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,2.0,12000.0,4620.32,15,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2016/11/12,4.4,0.97,2016/10/31
137314,13175454,1133,12,16.0,2016/6/9,A,APP闪电,否,23,女,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,4000.0,3366.06,2,0,50,6,5,50.0,2.69,0.0,0.0,0,已还清,2016/11/1,34.21,0.34,,,,2016/12/31
289702,13490606,4000,12,24.0,2016/6/20,E,普通,是,28,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,6,7,27.71,5.38,22.29,1.35,0,正常还款中,2016/12/20,4.2,0.53,2017/2/20,4.28,0.45,2016/12/31
174711,22677857,4254,12,20.0,2016/10/21,C,其他,否,26,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,1.0,5500.0,4245.01,3,0,58,0,0,0.0,0.0,58.0,6.47,0,正常还款中,,,,2016/11/21,4.4,0.97,2016/10/31
264761,11649693,3257,11,18.0,2016/4/30,B,其他,否,23,女,成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,4.0,12728.0,8242.61,13,0,50,5,5,21.69,3.11,28.31,1.45,0,正常还款中,2016/9/24,4.47,0.49,2016/10/30,4.54,0.42,2016/9/30
123836,21503796,9500,12,16.0,2016/10/6,A,APP闪电,是,25,男,未成功认证,未成功认证,未成功认证,成功认证,未成功认证,未成功认证,0.0,0.0,0.0,0,0,50,2,1,50.0,0.19,0.0,0.0,0,已还清,2016/10/15,50.0,0.19,,,,2016/12/31
